"id","name","bussines_name","rfc","comments_on_delivery","date_joined","date_created","date_updated","direction_id"
"6415","T3390 GUADALUPE PERALTA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-18","2025-03-18 22:46:12.437604+00","2025-03-18 22:46:12.297112+00","6788"
"6448","T3288 QRO SATELITE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 21:06:39.587671+00","2025-03-24 21:06:39.410823+00","6821"
"6481","T3096 CADEREYTA 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 22:01:39.335029+00","2025-03-24 22:01:39.290238+00","6854"
"6514","T1205 NOPALA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 23:00:31.243146+00","2025-03-24 23:00:31.21042+00","6887"
"6547","T482 TECOZAUTLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 23:17:28.759873+00","2025-03-24 23:17:28.715283+00","6920"
"6580","T1233 HGO IXMIQUILPAN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 23:37:49.398231+00","2025-03-24 23:33:11.745828+00","6953"
"6613","T2201 HGO CARDONAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 23:40:15.357493+00","2025-03-24 23:40:15.342066+00","6986"
"6646","T1580 HGO ZIMAPAN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-24 23:50:05.091785+00","2025-03-24 23:50:05.043008+00","7019"
"6679","T2874 AGS RINCON DE ROMOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-24","2025-03-26 20:56:04.129952+00","2025-03-25 00:00:08.934535+00","7052"
"6712","T2573 AGS PASEOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-25","2025-03-25 06:17:16.497571+00","2025-03-25 06:17:16.46443+00","7085"
"6745","T1838 jilotepec 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-25","2025-03-25 22:52:50.047109+00","2025-03-25 22:52:49.997089+00","7118"
"6778","T486 VILLA DEL CARBON","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-25","2025-03-25 22:59:43.685391+00","2025-03-25 22:59:43.674964+00","7151"
"6811","T1755 POLOTITLAN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-25","2025-03-25 23:06:07.026969+00","2025-03-25 23:06:07.00941+00","7184"
"6812","T2637 POLOTITLAN 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-25","2025-03-25 23:10:53.712685+00","2025-03-25 23:10:53.704711+00","7185"
"6844","T321 ACULCO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-25","2025-03-25 23:19:05.501012+00","2025-03-25 23:19:05.485897+00","7217"
"6877","T688 ACULCO CASA CULTURA","TIENDAS TRES B","TTB040915CY9",NULL,"2025-03-25","2025-03-25 23:23:49.436896+00","2025-03-25 23:23:49.278857+00","7250"
"6910","T1580 ZIMAPAN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-26","2025-03-26 20:59:53.251679+00","2025-03-26 20:59:53.226976+00","7283"
"6943","T3554 JILOTEPEC 6","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-26","2025-03-26 21:05:53.556224+00","2025-03-26 21:05:53.517712+00","7316"
"6976","T2828 AGS SANTA ELENA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-28","2025-03-28 18:41:41.575586+00","2025-03-28 18:41:41.537843+00","7349"
"7009","T344 HGO MIXQUIAHUALA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-28","2025-03-28 21:00:00.611635+00","2025-03-28 21:00:00.522578+00","7382"
"7042","T2751 JILOTEPEC 5","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-28","2025-03-28 21:05:53.950969+00","2025-03-28 21:04:42.688026+00","7415"
"7075","T2189 TIMILPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-28","2025-03-28 21:12:35.655169+00","2025-03-28 21:12:35.386339+00","7448"
"7108","T3466 LEON SAN AGUSTIN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-31","2025-03-31 18:19:59.957109+00","2025-03-31 18:19:59.937739+00","7481"
"7141","T3566 SJR FRANCISCO VILLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-31","2025-03-31 20:02:50.017842+00","2025-03-31 20:02:49.803018+00","7514"
"7174","T3565 PEDRO ESCOBEDO 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-31","2025-03-31 20:18:23.584887+00","2025-03-31 20:18:23.559767+00","7547"
"7207","T3388 AGS RODOLFO LANDER","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-03-31","2025-03-31 20:56:34.084252+00","2025-03-31 20:56:33.793957+00","7580"
"7240","T1574 HGO HUICHAPAN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-01","2025-04-01 08:38:41.196574+00","2025-04-01 08:38:41.13004+00","7613"
"7273","T2206 AGS CUMBRES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-01","2025-04-01 19:36:02.056862+00","2025-04-01 19:31:03.489818+00","7646"
"7306","T2465 AGS RINCON DE ROMOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-01","2025-04-01 19:59:00.14391+00","2025-04-01 19:58:59.98233+00","7679"
"7339","T1521 COMONFORT 1","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-01","2025-04-01 21:15:18.801233+00","2025-04-01 21:15:18.640979+00","7712"
"7340","T2176 COMONFORT 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-01","2025-04-01 21:19:34.810757+00","2025-04-01 21:19:34.802495+00","7713"
"7372","T2850 JAL OJUELOS 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-02","2025-04-02 18:44:46.992103+00","2025-04-02 18:44:46.906685+00","7745"
"7405","T1738 MOR PRADOS VERDES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-02","2025-04-02 19:39:47.424895+00","2025-04-02 19:39:47.394439+00","7778"
"7438","T1751 MOR TINIJARO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-02","2025-04-02 19:44:29.258739+00","2025-04-02 19:44:29.154259+00","7811"
"7439","1011 CEDIS 3B MORELIA","TIENDAS TRES B","TTB040915CY9",NULL,"2025-04-02","2025-04-02 19:45:15.395307+00","2025-04-02 19:45:15.322357+00","7812"
"7471","T1886 TEMASCALCINGO 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-02","2025-04-03 16:34:43.5765+00","2025-04-02 19:51:49.146126+00","7844"
"7504","T2891 MOR TRINCHERAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-03","2025-04-03 20:06:32.459167+00","2025-04-03 20:06:32.379374+00","7877"
"7537","T2403 MOR FELIX IRETA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-03","2025-04-03 20:35:53.382263+00","2025-04-03 20:35:53.051942+00","7910"
"7570","T2452 MCH URIANGATO PLAZA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-03","2025-04-03 21:08:28.1991+00","2025-04-03 21:08:28.107112+00","7943"
"7603","T2697 GTO MOROLEON 4","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-03","2025-04-03 21:20:19.220109+00","2025-04-03 21:20:19.147158+00","7976"
"7636","T3493 ACAMBAY 4","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 19:59:45.662256+00","2025-04-07 19:59:45.644583+00","8009"
"7669","T627 JILOTEPEC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 20:08:58.996547+00","2025-04-07 20:08:58.965508+00","8042"
"7702","T1788 JILOTEPEC 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 20:18:38.100569+00","2025-04-07 20:18:38.060063+00","8075"
"7735","T3178 AGS CRUCITAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 22:17:28.51332+00","2025-04-07 22:17:28.490207+00","8108"
"7768","T2543 MOR POZA RICA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 22:57:39.608019+00","2025-04-07 22:57:39.463938+00","8141"
"7801","T1830 MOR MANANTIALES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 23:01:46.346532+00","2025-04-07 23:01:46.324092+00","8174"
"7834","T1656 MOR MERCADO AUDITORIO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 23:07:08.706297+00","2025-04-07 23:07:08.639934+00","8207"
"7835","T2029 MOR PEDREGAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-07","2025-04-07 23:11:08.453102+00","2025-04-07 23:11:08.445974+00","8208"
"7867","T2888 GTO VALLE DE SANTIAGO 4","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 09:03:25.78738+00","2025-04-08 09:03:25.681049+00","8240"
"7868","T3302 GTO VALLE DE SANTIAGO 5","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 09:08:26.555816+00","2025-04-08 09:08:26.55078+00","8241"
"7900","T2876 SLP PEDRO MONTOYA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 17:35:28.163525+00","2025-04-08 17:35:28.054322+00","8273"
"7933","T2620 MCH JJ TABLADA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 18:38:03.966779+00","2025-04-08 18:38:03.948379+00","8306"
"7966","T3529 AGS TERRANOVA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 20:02:18.854848+00","2025-04-08 20:02:18.806286+00","8339"
"7999","T2239 MCH TARIMBARO METROPOLIS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 21:49:44.955307+00","2025-04-08 21:49:44.935048+00","8372"
"8032","T2672 MCH LA ALDEA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-08","2025-04-08 21:53:56.447235+00","2025-04-08 21:53:56.371975+00","8405"
"8065","T1758 MOR EL PORVENIR","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 09:04:37.891757+00","2025-04-10 09:04:37.77825+00","8471"
"8066","T3088 MOR TENENCIA MORELOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 09:10:29.748861+00","2025-04-10 09:10:29.740518+00","8472"
"8098","T2361 MOR LAZARO CARDENAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 09:16:52.151636+00","2025-04-10 09:16:52.134312+00","8504"
"8131","T481 CHAPULTEPEC","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2025-04-10","2025-04-10 19:16:22.049413+00","2025-04-10 19:16:21.900082+00","8537"
"8164","T2453 MCH COPANDARO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 22:40:22.02382+00","2025-04-10 22:40:21.988956+00","8570"
"8197","T1695 MOR SIERVO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 22:46:54.098037+00","2025-04-10 22:46:54.03433+00","8603"
"8230","T1648 MCH SANTA ANA MAYA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 22:59:15.756868+00","2025-04-10 22:59:15.662689+00","8636"
"8263","T1964 MOROLEON","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 23:05:16.373086+00","2025-04-10 23:05:16.27902+00","8669"
"8264","T2117 PLAN SEXENAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-10","2025-04-10 23:07:59.477975+00","2025-04-10 23:07:59.408981+00","8670"
"8329","T2343  URIANGATO 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-14","2025-04-14 18:31:58.466645+00","2025-04-14 18:31:58.388393+00","8735"
"8395","T3212 MOR LA CONCHA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-14","2025-04-14 18:59:45.769382+00","2025-04-14 18:59:45.676997+00","8801"
"8428","T2636 MOROLEON 5","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-15","2025-04-15 16:51:32.768935+00","2025-04-15 16:51:32.711709+00","8834"
"8461","T2741 ZINAPECUARO 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-15","2025-04-15 16:58:17.928583+00","2025-04-15 16:58:17.911408+00","8867"
"8494","T1681 MCH BUCARELI","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-15","2025-04-15 17:04:26.562957+00","2025-04-15 17:04:26.425171+00","8900"
"8527","T2366 MOROLEON 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-15","2025-04-15 17:10:36.430431+00","2025-04-15 17:10:36.322292+00","8933"
"8560","T2703 SLP  REFUGIO 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-16","2025-04-16 19:14:12.88822+00","2025-04-16 19:05:12.789497+00","8999"
"8593","T1229 MCH QUERENDARO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-16","2025-04-16 19:13:47.892359+00","2025-04-16 19:13:47.858429+00","9032"
"8626","T2976 MOR SANTIAGUITO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-20","2025-04-20 23:19:10.539401+00","2025-04-20 23:19:10.43082+00","9065"
"8659","T1809 MOR LA LOMA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-20","2025-04-20 23:27:08.020672+00","2025-04-20 23:27:08.004666+00","9098"
"8692","T2161 SLP CAMINO REAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-20","2025-04-20 23:40:04.916557+00","2025-04-20 23:40:04.884325+00","9131"
"8725","T2343 URIANGATO 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-21","2025-04-22 21:29:07.650178+00","2025-04-21 06:22:50.206929+00","9164"
"8758","T2893 SLP PUENTE DEL CARMEN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-21","2025-05-09 16:30:43.973182+00","2025-04-21 19:21:56.500169+00","9197"
"8759","T2618 SLP CD FERNANDEZ","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-21","2025-04-21 19:26:37.486413+00","2025-04-21 19:26:37.453979+00","9198"
"8791","T2768 SLP GAMA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-21","2025-04-21 19:34:42.546536+00","2025-04-21 19:34:42.487882+00","9230"
"8824","T990 CORONEO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-22","2025-04-22 17:47:04.546657+00","2025-04-22 17:47:04.531867+00","9263"
"8857","T2932 SILAO BAILE 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-22","2025-04-22 20:49:10.988354+00","2025-04-22 20:49:10.850398+00","9296"
"8890","T515 NEREO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2025-04-23","2025-04-23 21:45:01.472884+00","2025-04-23 21:45:01.43257+00","9428"
"8923","OLEOFINOS","INDUSTRUALIZADORA OLEOFINOS SA DE CV","IOL980901893",NULL,"2025-04-23","2025-04-23 22:11:21.697872+00","2025-04-23 22:11:21.618399+00","9461"
"8956","T593 FRANCISCO VILLA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2025-04-24","2025-04-24 18:41:07.163445+00","2025-04-24 18:41:07.124429+00","9494"
"8989","TRCH MEXICO","TRCH MEXICO","TME151113UD9",NULL,"2025-04-25","2025-04-25 16:21:30.125696+00","2025-04-25 16:21:30.075879+00","9527"
"9022","T1430 CELAYA EMILIANO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-25","2025-04-25 19:48:40.548435+00","2025-04-25 19:48:40.480348+00","9560"
"9055","T3567 EZEQUIEL MONTES 5","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-28","2025-04-28 17:51:18.410194+00","2025-04-28 17:51:18.183048+00","9593"
"9088","T3568 AV TLACOTE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-28","2025-04-28 18:48:58.686889+00","2025-04-28 18:48:58.546104+00","9626"
"9121","T1467 CELAYA VILLA LOS ARCOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-28","2025-04-28 19:37:00.714484+00","2025-04-28 19:37:00.689484+00","9659"
"9154","T3544 GEO VILLAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-28","2025-04-28 19:49:35.076821+00","2025-04-28 19:49:34.922173+00","9692"
"9187","CEDIS 3B ECATEPEC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 19:37:32.625455+00","2025-04-29 19:37:32.590275+00","9725"
"9188","T1984 TULPETLAC 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-05-05 19:14:45.037704+00","2025-04-29 19:40:51.068445+00","9726"
"9220","T942 TULPETLAC 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 20:34:33.363898+00","2025-04-29 19:50:31.074791+00","9758"
"9253","T484 ECA EL SANTUARIO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 19:58:28.459768+00","2025-04-29 19:58:28.391952+00","9791"
"9286","T136 ECA SAN CARLOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 20:02:15.632113+00","2025-04-29 20:02:15.61709+00","9824"
"9319","T746 HGO GEOVILLAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 20:16:21.96695+00","2025-04-29 20:16:21.916797+00","9857"
"9352","T1659 HUANDACAREO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 20:46:07.638742+00","2025-04-29 20:46:07.603163+00","9890"
"9385","T1236 SOYANIQUILPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-29","2025-04-29 20:55:57.873824+00","2025-04-29 20:55:57.851169+00","9923"
"9418","T1535 SAN JERONIMO 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-30","2025-05-08 20:48:12.136751+00","2025-04-30 20:28:10.846604+00","9956"
"9451","T2757 ECA CHICO LAS FLORES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-30","2025-04-30 20:37:01.415804+00","2025-04-30 20:37:01.403645+00","9989"
"9452","T400 ECA TULPETLAC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-30","2025-04-30 20:42:21.464794+00","2025-04-30 20:42:21.437195+00","9990"
"9484","T626 STA MA. AJOLOAPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-30","2025-04-30 20:48:31.08323+00","2025-04-30 20:48:30.997477+00","10022"
"9517","T1635 REAL GRANADA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-04-30","2025-04-30 21:05:15.112377+00","2025-04-30 21:05:14.984194+00","10055"
"9550","T378 EL TRAFICO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-01","2025-05-01 23:44:32.575049+00","2025-05-01 23:44:32.541519+00","10088"
"9583","T525 RIO PAPALOAPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 23:28:13.532142+00","2025-05-05 18:49:13.043919+00","10121"
"9616","T3309 LUIS DONALDO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 23:17:59.889737+00","2025-05-05 18:59:18.828978+00","10154"
"9649","T3526 JOAQUIN AMARO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 22:58:50.777488+00","2025-05-05 19:07:09.883181+00","10187"
"9682","T1952 SAN CRISTOBAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 21:19:11.720044+00","2025-05-05 21:19:11.686781+00","10220"
"9715","T3441 MONERA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 21:32:53.311729+00","2025-05-05 21:32:53.294928+00","10253"
"9748","T2621 MOR INDEPENDENCIA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 21:56:46.091172+00","2025-05-05 21:56:46.068207+00","10286"
"9781","T2973 HEROES BOSQUES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 22:04:55.553966+00","2025-05-05 22:04:55.521029+00","10319"
"9814","T3256 SLP HOSPITAL SOLEDAD","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 22:45:34.183789+00","2025-05-05 22:45:34.166686+00","10352"
"9847","T3228 LOS PIRULES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-05","2025-05-05 23:30:30.153598+00","2025-05-05 23:30:30.139549+00","10385"
"9880","T505 Tezontepec","Tiendas tres b sa de cv","TTB040915CY9",NULL,"2025-05-05","2025-05-12 22:21:54.909024+00","2025-05-06 04:50:54.966034+00","10418"
"9913","T3228 LOS OLIVOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 18:04:32.3773+00","2025-05-06 18:04:32.332199+00","10451"
"9946","T949 HEROES TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-20 18:13:48.61847+00","2025-05-06 18:12:38.557929+00","10484"
"9979","T3442 PS DEL BOSQUE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 19:06:48.723611+00","2025-05-06 19:06:48.692215+00","10517"
"10012","T3173 HEROES SAN PABLO 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 19:19:41.78463+00","2025-05-06 19:19:41.757252+00","10550"
"10045","T2233 FERNANDO DE ALBA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 19:26:59.70634+00","2025-05-06 19:26:59.679131+00","10583"
"10078","T3311 AQUILES SERDAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 20:04:54.382366+00","2025-05-06 20:04:54.350221+00","10616"
"10111","T2179 FUENTES TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 20:35:51.388373+00","2025-05-06 20:35:51.353664+00","10649"
"10144","T2261 SLP MONTECILLOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-06","2025-05-06 22:00:10.544694+00","2025-05-06 22:00:10.517436+00","10682"
"10177","T587 GAVILLERO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2025-05-06","2025-05-06 22:24:38.301865+00","2025-05-06 22:05:12.723437+00","10715"
"10210","T452 NARCIZO MENDOZA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-08 20:31:25.497378+00","2025-05-07 20:38:19.678192+00","10748"
"10243","T441 VICENTE GUERRERO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-07 20:44:52.843445+00","2025-05-07 20:44:52.830959+00","10781"
"10276","T3622 HUIQUILPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-26 23:26:34.041328+00","2025-05-07 20:53:06.901691+00","10814"
"10309","T495 HUMO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-07 21:24:04.994957+00","2025-05-07 21:24:04.945698+00","10847"
"10342","T779 ENCINO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-08 20:27:33.68625+00","2025-05-07 21:41:50.439644+00","10880"
"10343","T1101 CIRCUNVALACION SUR","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-07 21:45:55.212652+00","2025-05-07 21:45:55.20476+00","10881"
"10375","T2234 ARGENTINA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-09 18:59:57.385176+00","2025-05-07 21:55:08.624453+00","10913"
"10408","T2202 LA PRADERA ECATEPEC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-09 19:00:31.95079+00","2025-05-07 22:01:18.335899+00","10946"
"10441","T1288 HGO VILLAS DE PACHUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-07 22:08:47.096504+00","2025-05-07 22:08:46.92389+00","10979"
"10474","T710 CAMPIÑA DE ARAGON","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-09 22:03:25.323744+00","2025-05-07 22:25:28.464091+00","11012"
"10507","T1925 EL CHAMIZAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-07 22:29:51.573371+00","2025-05-07 22:29:51.473425+00","11045"
"10540","T1669 HACIENDA DE GUADALUPE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-09 21:58:57.793611+00","2025-05-07 22:35:29.920472+00","11078"
"10573","T513 JARDINES MORELOS 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-07","2025-05-08 20:44:00.39455+00","2025-05-07 22:43:22.114371+00","11111"
"10606","T1404 TEPOJACO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 17:17:23.734297+00","2025-05-08 17:17:23.718186+00","11144"
"10639","T902 PROGRESO ECATEPEC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 17:28:52.899789+00","2025-05-08 17:28:52.804004+00","11177"
"10672","T2568 LECHERIA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 17:32:09.037985+00","2025-05-08 17:32:09.013947+00","11210"
"10705","T057 SAN ANDRES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 17:40:42.185244+00","2025-05-08 17:40:42.153985+00","11243"
"10738","T1713 JARDINES MORELOS 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 18:01:56.856404+00","2025-05-08 18:01:35.072663+00","11276"
"10771","T136 SAN CARLOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 18:09:29.142939+00","2025-05-08 18:09:29.075009+00","11309"
"10804","T427 LA VIA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 18:22:05.891159+00","2025-05-08 18:22:05.873679+00","11342"
